#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
-54.2575,15,659.958131
-49.195278,15,659.97511
-19.156389,20,659.99511
-11.020556,20,660.017109
-38.086667,19,660.03711
-52.839167,15,660.05311
-52.065556,13,660.07211
-63.729444,9,660.08111
-44.696389,19,660.10111
-22.456389,18,660.12111
-52.346111,17,660.14111
-34.526111,19,660.16411
18.778056,19,660.189111
-40.346944,16,660.210118
-40.532778,15,660.229111
-48.965278,16,660.246111
81.374444,14,660.26011
-41.843611,19,660.283112
-77.836111,11,660.29812
-60.423333,18,660.31811
56.052222,13,660.33211
-21.29,19,660.356117
-20.795278,19,660.38012
36.492778,20,660.409116
-72.123333,13,660.427117
-59.182778,13,660.444114
-53.413056,14,660.466115
-64.5925,13,660.483114
-35.786389,19,660.507115
-8.343333,20,660.529117
45.692778,17,660.547117
-90.591389,11,660.560117
-63.671111,19,660.581116
19.181944,19,660.600115
-41.789167,20,660.621116
-56.281667,20,660.643115
24.838333,20,660.666116
-20.001944,18,660.687117
-63.466667,17,660.709119
21.7475,19,660.733112
-14.691111,19,660.758113
-23.346389,19,660.78011
-20.625278,18,660.80411
-55.327222,20,660.828113
-74.518333,17,660.84811
-85.627222,16,660.86511
-54.661944,12,660.87911
-116.816389,14,660.89611
6.270556,20,660.91811
-78.753611,12,660.931111
29.807222,16,660.948111
24.082222,20,660.968111
-55.948333,13,660.982111
-42.780278,20,661.002114
49.838611,12,661.01511
-59.286389,16,661.032111
29.558611,20,661.05411
-21.297778,20,661.07511
-50.744722,17,661.095111
64.0825,14,661.111111
44.394444,19,661.132111
-2.491667,20,661.157111
18.194444,20,661.18111
-59.516667,16,661.203115
49.812222,20,661.228111
-51.903611,19,661.253112
-83.874167,17,661.273115
-66.974444,18,661.295119
75.139444,12,661.311111
-67.762778,18,661.333115
-44.978889,16,661.35211
-74.607222,9,661.365115
-45.734167,17,661.385115
44.433889,17,661.40811
-57.964167,19,661.43611
-74.4475,16,661.456112
19.661111,20,661.481111
48.334722,18,661.50211
25.605,20,661.52711
-73.424722,18,661.55711
40.459722,19,661.586114
-38.784722,17,661.611116
-53.5025,16,661.634117
-65.345,15,661.659111
67.053889,16,661.68111
63.251667,16,661.706118
11.2325,20,661.74111
21.688056,20,661.777125
-42.1075,17,661.80511
-80.815833,12,661.824112
-17.525278,20,661.851111
-63.046667,15,661.873111
-66.044167,16,661.894112
51.910278,20,661.92011
-35.813333,19,661.93911
7.421944,20,661.96011
37.015,18,661.980111
-75.635278,15,661.996111
9.491944,20,662.017112
9.695278,20,662.038113
3.3225,20,662.062115
-1.040833,20,662.083113
-66.398056,17,662.100111
-60.709167,17,662.118111
-63.635556,17,662.140111
-82.14,14,662.164122
-72.734722,17,662.19312
-51.605278,16,662.222132
-14.243889,20,662.261122
-56.833889,19,662.296117
-84.446944,17,662.323111
6.665,20,662.353111
-43.642778,17,662.378111
100.720556,19,662.408111
-29.367222,18,662.431114
64.265833,15,662.44611
-93.9875,19,662.46711
-57.8125,17,662.485111
0.316389,20,662.51511
50.615833,18,662.545111
-49.483056,17,662.56911
39.678056,17,662.594118
-71.600833,13,662.616111
48.3925,19,662.64411
98.653611,13,662.668123
-66.192222,15,662.692115
-0.738056,20,662.723118
25.475278,18,662.752121
14.720278,20,662.789126
-72.664722,12,662.80811
-30.160833,19,662.842111
-29.005,14,662.861115
-84.386944,16,662.882124
45.690833,16,662.903137
-53.3175,17,662.931124
-35.251667,19,662.970111
-83.641667,15,662.996115
20.910833,20,663.029122
-25.775,18,663.062123
-54.138056,16,663.095128
26.771667,20,663.128112
-68.013889,14,663.15411
9.577778,20,663.195113
23.2525,19,663.231121
36.466667,19,663.252111
-52.071944,17,663.27811
10.088611,20,663.30211
-3.290833,20,663.32611
-57.301111,17,663.346117
-77.453056,8,663.355117
-61.499167,15,663.372117
64.081111,20,663.395115
-65.766944,10,663.405116
-60.474444,17,663.425111
-12.900833,18,663.44811
-69.1125,15,663.46711
36.358333,19,663.487115
-25.116389,19,663.511117
6.392778,20,663.532118
29.444722,20,663.554119
36.478056,20,663.577115
44.711111,19,663.60511
-52.006389,17,663.624111
63.003056,17,663.641109
-34.916667,18,663.661109
26.953333,20,663.68211
-36.706667,19,663.703111
50.674722,18,663.72011
-48.056944,19,663.74211
47.775833,13,663.75611
-57.853889,17,663.77811
49.000556,16,663.802126
-70.375556,14,663.825116
3.854444,20,663.856128
-60.771667,12,663.876117
-61.060556,17,663.902111
61.326111,20,663.931111
56.875,16,663.955123
-64.717222,15,663.981125
63.811944,20,664.01211
25.203056,20,664.046129
-61.413056,16,664.071123
-72.905278,11,664.090116
-53.841111,17,664.11713
37.106944,20,664.147111
41.454167,19,664.17611
-75.861389,16,664.20111
-29.306111,20,664.232123
-51.588333,15,664.253121
-77.654167,12,664.27111
10.095,20,664.301112
79.031944,12,664.32011
-7.232222,20,664.352111
-57.699167,19,664.385123
72.081111,20,664.415111
25.708611,20,664.445111
60.813333,16,664.467119
-24.315556,20,664.49212
14.406389,19,664.517111
36.077778,20,664.540111
58.986667,12,664.552113
-55.715833,15,664.569111
-45.023889,15,664.58311
66.933056,17,664.603111
-55.404444,17,664.620119
54.845278,18,664.638115
74.301667,18,664.658117
-62.566111,12,664.671116
56.497778,16,664.688116
-62.905833,13,664.701117
-43.723889,19,664.722116
-64.549722,17,664.74211
48.043333,17,664.762111
41.213611,18,664.78611
-53.811389,16,664.80511
-71.728333,15,664.824114
-88.175278,11,664.83411
-53.091944,19,664.85611
-46.824722,20,664.878111
-61.818889,15,664.89511
-29.329722,17,664.912113
-55.215833,15,664.92911
-6.580833,20,664.95111
-0.22,20,664.978111
18.408056,20,665.005117
47.645833,20,665.037112
-53.928056,17,665.05911
-71.421667,11,665.075111
48.266944,19,665.106117
-61.078611,18,665.13011
-41.201389,19,665.161121
-63.291111,17,665.187119
-72.061389,12,665.206127
16.487778,18,665.235122
-37.019722,20,665.266111
14.541667,20,665.29812
-48.066389,17,665.325111
-50.638611,15,665.346111
-75.450833,11,665.357111
63.483611,13,665.375112
40.6025,20,665.398129
11.596111,20,665.420115
29.465278,18,665.440115
61.223611,16,665.45811
-52.985278,19,665.47911
-43.358056,18,665.49611
-34.23,19,665.51711
47.949167,11,665.53011
37.835556,19,665.551111
28.249167,20,665.572109
-89.16,11,665.58211
40.043333,20,665.603109
40.173889,17,665.622111
-83.598611,17,665.64011
-46.051944,17,665.658116
-36.893611,17,665.675115
1.553333,20,665.696116
-42.295,18,665.716116
67.646944,19,665.73811
-48.325,19,665.757109
-32.02,20,665.77811
36.468611,20,665.802114
-80.588333,18,665.822117
28.492778,17,665.840115
-50.388056,16,665.857115
57.578889,19,665.877117
-21.924722,20,665.898117
-46.6975,19,665.919116
-61.138333,15,665.933115
-54.044167,19,665.954119
38.917778,19,665.975117
-27.551944,19,665.995118
46.193611,19,666.014114
-84.065,16,666.030115
-66.575556,12,666.044116
-16.578889,20,666.068115
-69.428056,12,666.082115
58.1075,14,666.100121
-24.819167,20,666.123111
30.568889,18,666.140111
22.306389,19,666.16111
-30.740556,18,666.181111
25.394722,20,666.203115
-51.041944,17,666.223117
-56.769722,16,666.243115
-74.346667,19,666.26811
-29.142778,16,666.28811
68.507222,19,666.31011
-64.044167,18,666.334114
-23.03,19,666.357116
-68.781667,14,666.374122
-67.431667,13,666.395111
65.569722,11,666.413114
73.487778,16,666.436131
-39.391111,19,666.467125
-32.267778,18,666.493122
-74.734444,18,666.520115
49.173333,15,666.543117
-59.067778,14,666.56111
7.520556,20,666.589122
-27.982222,16,666.614119
12.699722,19,666.644121
-21.148056,19,666.674119
-83.338056,15,666.696121
21.083056,19,666.729112
-61.508333,15,666.75011
42.620833,19,666.774116
-89.915278,11,666.78511
63.046111,18,666.810113
34.400556,18,666.830111
32.72,20,666.854111
-17.950556,20,666.877111
-63.437222,19,666.90211
-87.013889,13,666.916111
-77.410833,15,666.93511
-68.5925,18,666.955111
-37.569167,19,666.97311
-41.111111,13,666.98911
-25.939444,19,667.007111
-25.32,18,667.02711
-71.403611,19,667.04811
-38.589167,12,667.06111
30.211389,19,667.08011
-24.9975,20,667.10311
-12.343333,20,667.12611
48.285833,19,667.150112
-55.140556,15,667.170115
28.365,19,667.195118
49.452222,16,667.214111
35.276111,16,667.233111
-69.656389,15,667.24911
18.556944,19,667.27311
-1.580556,20,667.296111
-54.530278,16,667.314114
49.502778,20,667.33711
82.604167,13,667.353126
36.132778,19,667.379121
43.032778,18,667.404127
-74.4,7,667.411117
27.596389,18,667.436116
26.224167,17,667.45611
-52.3625,14,667.473112
-62.139722,17,667.493114
-68.9725,12,667.509114
20.886667,20,667.53411
57.465278,19,667.556111
0.349167,20,667.579111
39.678056,19,667.59911
38.792778,20,667.623116
-69.646389,12,667.636115
69.328889,16,667.653118
-27.764167,20,667.678111
64.003056,18,667.70111
3.530278,20,667.725111
-49.221667,15,667.744111
62.226667,19,667.766111
5.775278,20,667.79111
68.528333,17,667.814113
29.853611,20,667.847118
7.295556,20,667.876125
-44.273611,20,667.906116
-73.279444,18,667.933119
-22.242778,19,667.96311
19.398333,19,667.99312
-34.013611,19,668.020128
3.569722,20,668.050113
61.252778,19,668.07511
45.293611,16,668.09411
36.968056,20,668.11611
-75.421944,11,668.129111
-62.826389,13,668.143111
-55.414444,15,668.163116
-38.915278,15,668.182119
-49.339167,20,668.205115
-62.275556,15,668.22311
-69.070833,13,668.242116
25.945278,20,668.26811
29.932222,20,668.291112
4.075278,20,668.315118
-83.050556,17,668.33512
71.158889,18,668.355116
-39.703333,17,668.377116
-73.811389,13,668.392111
45.119167,18,668.414126
-18.176389,17,668.436116
54.475278,16,668.456126
-70.383333,19,668.475115
67.960556,20,668.498113
47.816667,20,668.52111
-34.452222,18,668.54311
-52.958333,13,668.557109
-98.401667,13,668.57111
13.903056,20,668.59511
28.521667,20,668.619111
-44.084722,17,668.64211
-59.369167,20,668.667116
37.020278,19,668.690114
-71.105556,14,668.709114
-4.398611,20,668.734111
42.751667,18,668.754118
56.498611,19,668.779112
78.958333,9,668.78911
-48.626389,19,668.814111
57.013611,12,668.83011
26.229444,19,668.85611
-44.063056,17,668.876121
-45.548333,16,668.896125
-4.737222,20,668.921129
-69.7675,19,668.947113
-64.567222,13,668.962115
-63.699167,15,668.981111
54.936667,19,669.004111
-61.832778,15,669.020115
2.987222,20,669.042111
-36.158611,19,669.06311
60.529167,18,669.08611
26.108056,20,669.10811
-88.547222,15,669.12511
53.668889,18,669.151112
33.585,20,669.174111
64.437778,18,669.194117
-45.500833,19,669.22011
87.008889,12,669.23511
-80.646944,13,669.250127
-59.27,18,669.27211
-27.157778,19,669.294111
-52.118889,15,669.311111
-36.287222,20,669.33411
-78.261111,12,669.349115
36.831111,19,669.37411
-74.223056,20,669.39811
58.583889,17,669.41912
-23.034167,19,669.445111
46.261111,18,669.465111
12.278333,20,669.486111
-31.654167,17,669.506115
-59.642222,17,669.526112
-96.866944,19,669.547111
20.241389,20,669.569116
-78.847778,13,669.58512
-47.289444,19,669.611112
-85.1325,19,669.633118
-1.919444,20,669.661111
-2.349167,20,669.690118
-74.291111,15,669.710115
63.298889,19,669.736118
18.0025,20,669.761115
-53.769167,13,669.77612
-54.066111,17,669.799115
66.744444,19,669.821116
28.785556,20,669.84511
-46.3925,19,669.869111
-91.745833,13,669.886111
-27.691944,16,669.905111
15.699722,20,669.930112
-58.937778,17,669.953111
-76.538056,16,669.976122
-15.577778,20,670.001115
10.163333,20,670.025113
-56.9875,16,670.045112
38.635833,19,670.065111
-68.353889,15,670.084114
-70.894722,11,670.09911
-48.710833,14,670.11311
-59.810833,17,670.13611
39.638056,19,670.158111
3.866667,20,670.18111
17.238056,19,670.20311
-87.227778,17,670.221111
-40.284444,19,670.24411
71.844722,17,670.26111
-35.750278,17,670.284118
-39.221111,17,670.303113
54.678333,12,670.316115
42.681944,19,670.339121
3.611944,20,670.36511
-9.382222,20,670.391109
-15.979444,18,670.40911
38.668611,19,670.43211
-69.600833,16,670.44811
38.43,18,670.466121
-81.236667,19,670.48711
-63.325833,20,670.509131
23.4525,20,670.530111
10.841389,20,670.55111
-77.021667,17,670.56811
35.046389,19,670.590111
33.297222,19,670.61411
78.685556,19,670.635111
-52.414167,19,670.65611
62.944444,18,670.678111
62.546944,15,670.69511
32.994722,19,670.71311
8.308333,20,670.73711
-25.108611,18,670.759109
-14.492778,20,670.78411
-74.841389,16,670.80211
2.100556,20,670.824113
14.429444,19,670.84511
-77.262778,11,670.85511
-44.434722,17,670.87411
-19.19,19,670.893116
-44.721667,16,670.91011
-91.525278,12,670.92311
-66.993611,13,670.93811
-56.5925,20,670.95911
-77.473333,13,670.97411
-65.899167,16,670.992129
68.163333,11,671.006111
-79.159722,10,671.01711
9.482778,20,671.042113
33.759444,18,671.067118
-68.253056,12,671.081111
-51.015278,17,671.101111
-55.388889,12,671.116114
-38.516944,19,671.160116
38.226389,18,671.18111
49.611111,20,671.20411
-25.586111,20,671.228115
-75.952222,16,671.246121
-77.8725,19,671.266119
-52.325,15,671.286111
51.123056,19,671.30611
-59.126667,15,671.325114
-72.880556,19,671.34711
-32.742778,19,671.369116
45.068611,19,671.39011
-80.295,19,671.41211
40.168889,20,671.436112
-41.806389,16,671.45711
-76.034444,14,671.476115
-80.881111,15,671.493113
-70.579444,12,671.508116
-35.879167,20,671.531116
-47.919444,20,671.555115
-61.960278,16,671.572111
72.315833,12,671.587111
-72.2325,16,671.604112
-25.773333,20,671.626112
-65.663611,18,671.646111
14.651667,20,671.672112
-55.521944,19,671.69711
42.770278,20,671.721114
-30.266389,18,671.74011
-38.620278,20,671.767115
-7.548333,20,671.79111
-64.578333,14,671.80711
-51.502222,16,671.82811
38.130556,18,671.84711
-42.098611,19,671.86911
40.226667,20,671.894115
33.178056,18,671.91812
-55.488056,20,671.94611
-10.7475,17,671.97011
39.668889,20,671.993114
20.540556,19,672.01311
-34.991944,20,672.03711
63.578056,15,672.056109
0.151111,20,672.07911
58.674444,20,672.10111
29.098333,20,672.12411
2.440833,20,672.14911
-44.051389,19,672.176121
63.811111,16,672.195127
-21.465,20,672.219129
8.058611,20,672.244112
-79.314167,13,672.259115
-18.316667,18,672.282111
46.844722,20,672.304111
-62.684722,13,672.317115
71.843611,18,672.335111
36.090556,20,672.358111
34.771389,20,672.381111
-76.603889,14,672.398111
6.04,20,672.42211
-51.951667,20,672.44511
53.285833,19,672.470112
-15.059722,20,672.49411
28.726944,19,672.51511
-83.251667,12,672.53011
-37.426389,16,672.549111
68.721667,15,672.56911
37.282778,18,672.59211
-83.685278,9,672.60211
-82.809444,17,672.62111
-101.601667,17,672.63911
-90.145,13,672.655111
-78.675,19,672.67911
-87.295556,15,672.69611
-64.372778,16,672.714111
-63.771667,20,672.73611
4.090278,20,672.758111
-46.5625,19,672.779111
-95.939167,12,672.79311
-67.211667,16,672.81211
-35.085833,17,672.83111
-49.09,17,672.85011
-75.866111,15,672.86711
-61.257222,17,672.88511
-45.178611,18,672.90511
27.578056,20,672.92911
-54.176944,17,672.947111
68.54,19,672.969112
83.976667,9,672.980111
-67.290278,13,672.994111
-68.835556,19,673.017112
37.915278,15,673.034111
29.856944,19,673.064111
33.576667,20,673.090117
28.110278,19,673.118115
-95.306667,13,673.143123
54.6975,18,673.174111
-65.734722,18,673.20512
-77.061389,11,673.221121
-67.237222,20,673.253125
-62.429444,15,673.278126
40.519167,20,673.30812
39.219167,20,673.337121
-53.275278,14,673.359114
24.491667,20,673.391112
81.356944,12,673.411114
67.200278,17,673.43711
26.309444,20,673.465116
57.266667,12,673.481111
-46.193056,19,673.50511
20.445278,19,673.52511
61.378056,19,673.54611
-64.846389,10,673.55911
53.185833,14,673.573111
-26.843889,18,673.59411
-91.927778,16,673.61011
51.330833,19,673.62811
-70.578333,13,673.644111
-22.614444,20,673.664114
-61.215278,13,673.67911
-25.207778,19,673.69911
-96.492222,17,673.717109
30.138611,20,673.74111
-37.22,20,673.76311
-58.535833,19,673.78511
72.239444,11,673.79611
1.286667,20,673.82011
7.452778,20,673.84311
-65.4375,19,673.867109
-88.509444,16,673.88611
-21.691944,20,673.91111
48.816667,16,673.93011
27.352778,16,673.94911
31.904167,20,673.97111
-33.231944,20,673.99411
63.077778,12,674.007112
-32.873056,20,674.029111
-5.847778,20,674.053113
-48.779167,19,674.07511
39.673611,17,674.093111
-49.218889,16,674.11311
15.521111,19,674.13611
0.7725,20,674.159117
-35.6425,17,674.177116
7.560556,20,674.198117
-45.905556,20,674.21911
-55.818611,14,674.23711
-42.395278,17,674.255113
-45.279444,14,674.27011
-30.306389,20,674.294111
-27.630278,14,674.31311
-33.817778,19,674.334111
-6.019167,20,674.356111
-44.914444,20,674.378111
-69.3525,17,674.396111
-12.414722,20,674.418113
50.7425,18,674.43611
-19.069167,19,674.45711
21.666389,19,674.47811
55.011389,17,674.49611
-38.552222,17,674.51511
-40.096667,16,674.53411
-60.250556,15,674.55211
-75.828333,16,674.56911
53.188333,15,674.58611
26.4525,19,674.606112
-45.985833,19,674.62411
37.581111,20,674.64611
61.382222,13,674.66211
-21.318333,20,674.68411
1.572778,20,674.70511
60.893889,15,674.71911
-73.569722,15,674.73611
9.412222,20,674.75711
-33.8975,20,674.778112
-58.555556,17,674.796111
-48.4375,13,674.81311
-4.403889,20,674.834111
-29.748056,20,674.85611
-49.579167,15,674.87011
69.280833,17,674.890112
-45.455833,20,674.913128
10.797222,20,674.935127
0.730278,20,674.96011
-44.403333,15,674.976116
40.566944,20,674.998128
60.023611,16,675.015127
-61.966944,12,675.028128
-33.783056,19,675.049111
51.922778,19,675.070111
-43.660833,15,675.08711
63.87,10,675.09711
-61.211111,17,675.11511
-62.028056,12,675.12811
-46.188333,19,675.14811
-40.193056,17,675.166111
55.643333,19,675.202114
46.220278,17,675.237121
-35.491111,19,675.27211
-25.878889,19,675.297115
-43.269444,16,675.316116
-74.604167,20,675.345118
-35.430833,19,675.376116
44.076944,17,675.396111
-52.878889,19,675.424119
-27.439444,17,675.450112
63.946389,11,675.469115
-89.963889,15,675.492113
-35.077778,19,675.521111
-32.478056,20,675.548111
-20.107222,20,675.57011
67.943333,11,675.58311
-38.460278,18,675.60711
-51.225833,16,675.633121
3.763056,20,675.664111
-49.369167,16,675.689116
-27.153611,20,675.721124
-22.311944,18,675.75211
-64.303056,18,675.77611
87.290556,18,675.806122
30.131111,15,675.831129
-49.926667,16,675.856119
34.497222,17,675.884111
-103.995278,13,675.908117
-54.248611,18,675.949115
-43.404444,18,675.984121
34.154444,17,676.013118
-59.550833,16,676.039124
-72.216111,12,676.065128
-73.0425,18,676.098125
33.68,20,676.135111
52.0425,16,676.16912
-69.018056,15,676.196117
-64.111111,16,676.221111
-52.453056,20,676.25411
21.856944,20,676.284111
-16.986389,20,676.313115
44.900556,19,676.339111
53.944167,14,676.362111
-27.456944,19,676.388111
-76.859722,7,676.395111
-94.406667,15,676.413113
28.171111,19,676.435111
26.261111,19,676.457112
34.382778,18,676.478116
-55.360278,17,676.501122
-46.499167,15,676.522117
-20.263056,20,676.55211
24.616667,18,676.581111
41.476389,19,676.606123
-26.235278,20,676.636121
-53.473333,16,676.662122
-60.102222,18,676.69012
-65.989722,16,676.712121
-45.159722,18,676.73811
-90.379444,15,676.765117
32.609167,18,676.79111
