#{"t_start": 1735310207.876689, "env_id": "BriscolaEpsGreedy-v0"}
r,l,t
62.117222,13,634.521571
53.547222,20,634.543571
79.225278,13,634.555571
-48.866944,16,634.572571
23.7775,19,634.593571
-54.948333,19,634.613571
43.704167,17,634.630571
-39.858611,20,634.651572
-63.783056,14,634.667571
-101.508611,14,634.682577
-25.375278,20,634.705571
32.9775,16,634.723571
67.164722,19,634.743571
11.2325,20,634.766571
-81.543611,17,634.783571
-56.3525,15,634.799594
79.539722,18,634.817571
-24.944722,20,634.838572
-71.158611,11,634.850572
63.044167,18,634.872571
61.443889,13,634.886571
-51.681389,16,634.904572
40.203611,15,634.923571
-36.954722,19,634.943571
-68.420833,9,634.954572
-66.4475,11,634.965577
-61.751944,17,634.985571
-28.979722,16,635.002571
-51.1025,15,635.017571
22.258611,20,635.038573
-26.702778,20,635.059574
-38.839722,19,635.08259
-85.179722,8,635.091575
41.313611,17,635.109572
30.996111,20,635.132573
48.4925,19,635.156572
60.116389,15,635.176571
-74.979167,13,635.191575
40.570833,19,635.214576
-59.877222,15,635.232576
-71.573333,19,635.254571
-18.224444,20,635.276573
-25.896389,18,635.296572
-49.194722,14,635.310572
-68.3325,16,635.328574
27.139444,17,635.351572
-45.996944,19,635.370572
-81.028889,15,635.387572
-37.297222,18,635.408572
50.771111,15,635.422571
-59.706111,16,635.440572
76.283889,12,635.455571
33.3575,19,635.477576
1.608333,20,635.498574
48.285556,20,635.520571
-55.337778,17,635.539571
-92.310278,13,635.556572
-54.965278,17,635.573577
-44.631944,18,635.593571
34.991944,20,635.615572
-35.316111,18,635.635593
30.407778,18,635.653571
40.026944,20,635.674575
-7.380278,20,635.697572
-35.467222,16,635.716572
-4.104722,20,635.741572
-28.380833,19,635.764572
-55.011944,14,635.781573
21.543333,19,635.802576
-45.131944,19,635.824575
28.670556,20,635.844571
-46.227778,17,635.864588
-74.175833,13,635.880592
-21.765556,20,635.901591
-14.234444,20,635.922572
-72.880278,15,635.937588
-60.884722,14,635.954588
-50.588889,17,635.972572
-36.240556,20,635.993572
80.640556,17,636.010572
13.989722,20,636.031571
-59.527778,19,636.053571
-71.388889,17,636.070571
-74.0175,13,636.085572
-82.931944,14,636.099572
33.938611,19,636.122572
-73.281944,10,636.131571
17.328333,20,636.152572
33.598333,19,636.175571
-79.145556,15,636.193572
-76.764167,16,636.212574
66.3175,19,636.234571
-51.012222,19,636.252578
-40.972778,20,636.277572
53.786389,18,636.301588
-82.887222,15,636.318578
23.985556,20,636.342577
9.685278,20,636.373578
-12.655556,20,636.396571
-62.150833,18,636.415571
-14.983611,18,636.436572
11.505278,20,636.458573
36.6525,20,636.480572
-76.234722,20,636.501571
-44.761389,18,636.520572
-59.266389,14,636.538571
8.015556,20,636.562572
19.363056,19,636.583576
-16.446667,16,636.602577
-84.030833,18,636.626571
-41.871944,16,636.646571
-28.736667,17,636.666575
15.483333,19,636.688571
-41.605,17,636.70659
-38.616667,15,636.723592
45.519444,18,636.741587
-13.195278,19,636.762577
-68.906389,14,636.780578
-61.449722,15,636.794578
70.425,18,636.815578
48.239444,20,636.836578
-41.641667,16,636.853578
48.761389,18,636.880572
76.431944,12,636.895571
63.531944,16,636.915571
34.258611,16,636.934575
-9.457222,20,636.958572
21.973889,20,636.983571
-70.341389,18,637.005574
-65.897778,16,637.023572
35.334167,19,637.045572
-33.381667,16,637.064571
-20.727222,19,637.084572
-30.0475,20,637.107574
32.781944,19,637.129573
-28.133333,19,637.152574
58.942778,16,637.170571
-42.185,18,637.190571
49.008056,13,637.20857
-75.337778,12,637.222572
-96.587222,19,637.241576
24.919167,20,637.264572
-41.070278,19,637.285589
-13.417222,19,637.306572
-22.565833,19,637.327572
24.691111,20,637.351573
41.611389,19,637.369573
31.569444,19,637.391575
-23.429444,18,637.414589
16.130278,20,637.43959
-72.765833,19,637.460587
-61.063611,13,637.477581
-73.459722,15,637.494578
-46.145833,16,637.512588
11.365278,20,637.534589
22.124444,20,637.560573
-41.028611,15,637.584584
-56.392222,15,637.607579
-47.729722,17,637.630576
11.278611,19,637.660571
-61.613056,14,637.679571
-7.528056,20,637.706571
-10.698889,19,637.73458
-69.118056,13,637.754572
45.674444,15,637.776572
-36.406389,20,637.807571
7.623889,20,637.836571
53.236111,19,637.865572
8.5425,20,637.893574
-90.98,14,637.907577
-36.061389,19,637.931572
-53.647778,15,637.951577
-42.333333,13,637.968573
40.4925,15,637.990571
51.978056,18,638.018576
76.898611,17,638.057117
-47.335833,15,638.079113
45.436944,18,638.10711
40.694167,19,638.132113
67.073056,16,638.152116
-81.374722,13,638.16811
22.2175,17,638.18811
-41.785,20,638.21311
-40.613889,19,638.240112
-85.171389,12,638.25611
-42.226389,15,638.275115
-39.255,16,638.29811
-61.123056,17,638.31711
-19.330556,20,638.342119
87.412778,7,638.354111
-76.404167,12,638.373123
-42.741389,20,638.400119
-44.615556,19,638.422114
38.329722,19,638.44611
-25.518056,20,638.470111
26.243611,20,638.49311
-93.6275,15,638.510111
77.873056,19,638.546118
-81.851944,14,638.563112
89.311944,10,638.581111
-61.3125,11,638.59911
45.304722,16,638.626111
-65.188611,18,638.726125
-95.325833,14,639.147118
88.251389,19,639.194121
-32.973611,16,639.22612
-94.4025,14,639.249123
-56.05,16,639.27612
-34.062222,19,639.307129
-65.847778,16,639.335116
-81.505,10,639.350121
58.035,20,639.377114
-72.924444,14,639.395118
-4.671111,20,639.420116
-41.169722,18,639.445118
-17.461111,18,639.46811
-49.469722,17,639.49211
-50.385833,19,639.51211
-51.917778,15,639.543113
-25.629167,19,639.573122
38.561389,19,639.600121
-50.301944,18,639.622118
-81.521944,11,639.639123
62.536667,19,639.66711
-28.801389,19,639.69011
56.579167,17,639.716116
-13.723056,20,639.740111
-48.759167,19,639.767111
-72.005,14,639.793112
-30.151389,16,639.816129
-8.070556,20,639.841121
-82.908611,15,639.86112
12.579444,18,639.879118
-74.691389,17,639.90011
-55.0925,17,639.922111
-41.091111,18,639.941128
-63.098611,16,639.96011
-63.775,19,639.98211
-38.713889,16,639.99911
2.1075,20,640.020111
-12.658333,20,640.045111
-60.165278,12,640.060111
60.071111,13,640.07511
-25.276389,17,640.09511
27.125556,19,640.118113
76.172222,16,640.13711
-75.075556,9,640.14511
-61.12,16,640.16211
27.613333,20,640.184111
29.506389,19,640.206111
50.271667,19,640.226113
49.976389,17,640.24411
46.779167,20,640.26511
-51.298056,18,640.28611
28.172222,18,640.308112
-34.918056,19,640.33211
42.669444,20,640.356115
-66.422222,16,640.377115
-43.790833,17,640.39611
-7.375,20,640.42011
-44.958056,17,640.44011
61.783611,11,640.45311
40.211389,18,640.47511
28.674444,20,640.50011
-58.836667,14,640.517111
-57.083333,13,640.533111
42.605,20,640.560111
-85.364444,12,640.57511
-85.37,12,640.59111
-55.936944,17,640.61511
-53.256111,17,640.63411
-34.180278,20,640.656111
-77.826389,19,640.68111
34.890833,19,640.70011
-60.531389,12,640.71311
56.693611,17,640.73311
16.741111,20,640.75411
-53.435278,18,640.772117
-55.5775,19,640.794116
-61.621667,19,640.821111
12.494722,19,640.84411
49.284167,18,640.875126
30.651667,20,640.909113
29.055278,19,640.937122
-14.277222,19,640.96112
34.583056,20,640.987111
20.730556,19,641.01511
-66.645,16,641.037111
-63.976389,17,641.06511
41.131389,20,641.08911
-50.447222,17,641.112112
21.708056,20,641.136111
-38.458889,19,641.156111
-60.4575,16,641.17511
-5.86,20,641.199125
42.683056,19,641.221119
-11.656389,20,641.243129
-25.98,20,641.266112
51.076389,15,641.285111
-17.101667,19,641.30611
-73.561667,19,641.32411
-70.563611,18,641.348109
14.117222,20,641.36911
-13.711111,20,641.392111
79.481944,16,641.410111
-58.817778,15,641.429111
-44.249167,17,641.450111
-74.704722,16,641.471115
10.407222,19,641.499115
-69.249722,15,641.517111
-77.705278,11,641.532113
-43.688611,17,641.557119
67.3475,19,641.585129
-7.724722,18,641.608111
-69.816667,15,641.623111
-32.953889,17,641.643111
12.584167,20,641.664112
-73.961667,17,641.68111
-83.908056,16,641.698112
-2.860833,20,641.71911
43.653056,20,641.741111
-66.146389,13,641.75511
20.838889,20,641.776113
35.7625,20,641.797111
-49.255278,15,641.814116
-56.404444,18,641.84412
-48.126667,17,641.922117
-83.939722,14,641.94611
-52.806667,17,641.965111
23.958056,20,641.98911
-66.168056,12,642.00411
-41.78,16,642.02311
63.751389,16,642.042127
-57.748889,15,642.06011
-59.713889,19,642.08411
-49.909444,17,642.10411
-82.140278,10,642.11711
1.528889,20,642.146118
38.1275,16,642.167115
51.023056,15,642.18111
47.537222,20,642.204111
-63.686389,17,642.22611
-60.094167,15,642.24211
-99.998611,13,642.25811
-65.306111,13,642.27311
50.172778,19,642.293112
-66.261389,15,642.310116
-51.201111,18,642.33112
-46.881944,17,642.349124
-63.992778,13,642.363116
-33.565556,19,642.38411
63.690556,13,642.40212
-51.636667,19,642.45012
-62.889444,15,642.485118
65.191111,12,642.503118
-64.996944,10,642.517121
-65.63,15,642.539115
29.233056,19,642.564111
-59.070833,19,642.58911
43.130278,18,642.61111
-54.063333,12,642.626113
-73.431667,18,642.65011
67.536667,16,642.669112
-30.651944,19,642.690111
-74.553056,11,642.704111
-73.898333,16,642.723115
-81.924444,9,642.735114
-66.426389,16,642.756113
-46.356111,20,642.788116
-14.93,20,642.815112
6.743611,20,642.839117
24.808333,20,642.864114
48.098889,12,642.88011
42.365,19,642.905111
47.1575,19,642.929115
-20.918611,19,642.954117
-47.876944,14,642.971129
-30.383333,19,642.993113
-91.680556,18,643.01211
42.119444,17,643.03411
-75.058889,13,643.04811
69.449167,12,643.061111
60.527222,17,643.516118
26.128056,20,643.56111
1.825,20,643.704131
47.329444,12,643.736122
-43.631389,19,643.840118
-71.345833,15,643.879122
44.736111,20,643.984125
-61.292222,14,644.060123
41.675278,20,644.115125
-81.703611,17,644.164127
-27.105278,19,644.205123
-56.244444,15,644.233118
-63.385,15,644.259128
31.136111,20,644.294123
24.3625,20,644.337121
66.771667,9,644.352127
-71.586667,16,644.377118
-65.787778,14,644.394114
25.899167,20,644.41811
-7.037222,20,644.440114
63.520833,16,644.45811
64.179167,13,644.475115
51.988889,19,644.498114
-12.363611,20,644.522112
-69.964167,16,644.540111
-74.352222,13,644.557111
51.486667,18,644.575114
64.64,15,644.59311
-11.184167,20,644.61311
-8.844167,20,644.635111
-71.528333,17,644.65511
20.649722,19,644.677111
19.700556,20,644.698111
-70.296944,14,644.712111
22.437778,20,644.734111
-28.797222,16,644.751111
28.211111,19,644.771111
-22.02,20,644.796115
47.851667,16,644.82011
-16.106667,20,644.852113
26.617778,17,644.878117
23.609167,19,644.908115
6.383056,20,644.939111
-60.625556,16,644.966115
-71.0625,12,644.986123
-45.567778,19,645.016122
-29.879167,19,645.048121
27.865556,20,645.08112
-70.47,12,645.099124
60.055278,14,645.118119
-66.055278,16,645.136111
-58.029444,17,645.15411
81.842222,19,645.175111
-94.879444,19,645.19611
-28.421389,20,645.217111
28.143333,20,645.239111
92.895278,11,645.253112
-77.018333,13,645.26711
-62.195833,15,645.285128
28.196667,18,645.303111
-46.590278,11,645.317116
-26.366111,18,645.336116
-28.873889,20,645.358116
-34.251111,18,645.37811
29.3125,20,645.39911
65.670556,13,645.41311
14.695556,20,645.43611
32.239722,20,645.46011
20.374444,19,645.482111
-57.060556,19,645.504111
-64.3725,12,645.517112
-0.365556,20,645.54111
-66.369722,16,645.558114
-27.616389,19,645.58011
74.062778,19,645.60111
-43.090278,16,645.620111
37.885833,18,645.642113
34.415556,20,645.66511
-75.850278,19,645.690111
12.718333,18,645.720121
-43.754444,17,645.74511
-39.133889,20,645.77812
-82.5275,13,645.799116
-30.821667,20,645.832119
60.146111,20,645.863116
-78.843056,12,645.882128
-11.978889,20,645.91411
-57.150556,15,645.933111
-26.611389,18,645.95411
35.493333,20,645.975113
-64.626667,15,645.98911
82.4875,13,646.00511
-43.493611,17,646.021109
28.26,19,646.04211
-87.025,14,646.05511
85.616944,15,646.07211
-33.324444,17,646.08911
-51.831111,13,646.10311
-67.215833,18,646.12511
54.029167,18,646.14311
-91.943056,12,646.15611
65.908333,12,646.169111
18.659722,19,646.19011
-36.643056,17,646.20711
-67.064167,11,646.219113
-61.362778,17,646.23611
-66.225,18,646.256112
-73.696944,9,646.265111
21.190278,19,646.285111
16.476111,20,646.308111
-68.631389,14,646.321111
-16.478889,20,646.342115
63.452778,14,646.35811
73.454444,14,646.373111
-70.908889,10,646.387111
-22.606111,20,646.409111
-43.937222,18,646.427111
-3.149444,20,646.451126
-64.008611,15,646.471112
12.781389,19,646.49513
-44.5675,17,646.514116
-35.165,17,646.53413
-69.437778,15,646.552111
42.201389,16,646.571112
1.019722,20,646.593114
78.417222,15,646.617115
-59.676389,14,646.639142
92.371389,13,646.665119
-53.133611,17,646.69111
-16.206389,19,646.721111
-82.882222,11,646.735113
-1.760833,20,646.764117
57.608611,16,646.79012
-4.641944,20,646.826114
-37.316389,20,646.85711
32.856111,19,646.886122
4.515556,20,646.914113
-48.066389,17,646.933112
-61.226667,17,646.953111
11.301389,20,646.975111
20.140556,19,646.99311
40.900833,20,647.015111
-60.215833,13,647.033111
-28.398889,18,647.053111
-16.087778,18,647.073111
26.884722,17,647.09111
-50.580556,15,647.111111
58.017778,17,647.138114
-32.435833,20,647.173113
3.778889,20,647.206123
16.064167,20,647.237123
-42.971667,18,647.262115
6.623611,20,647.29111
-51.917778,17,647.322126
36.510556,20,647.354111
-70.826389,13,647.376111
36.485833,19,647.407114
2.601944,20,647.432111
-66.766111,14,647.44711
-24.786667,20,647.470113
43.82,17,647.48811
-74.180556,13,647.505111
-63.576667,15,647.51911
-55.829167,17,647.53911
47.240833,20,647.560111
25.590556,20,647.58111
-54.328333,19,647.59911
40.34,15,647.616112
-60.545,19,647.637111
13.416667,19,647.659111
-101.149722,14,647.672112
-38.430833,17,647.68911
-80.393333,15,647.70611
39.543889,19,647.72711
-74.661111,18,647.74411
-27.316667,20,647.76611
45.9625,20,647.78711
57.689722,16,647.804111
-72.085833,12,647.817109
56.339444,18,647.83711
12.753889,20,647.859111
-63.010278,11,647.872111
-37.9225,17,647.89111
-31.437222,20,647.91511
60.155833,19,647.93911
-15.3325,20,647.96111
-83.537778,11,647.972115
32.979444,19,647.995117
-64.803333,11,648.00811
3.833611,20,648.03211
-75.898889,18,648.05211
-57.857222,15,648.071111
-73.4175,9,648.08011
-90.216667,13,648.09611
-53.612778,18,648.114115
11.0275,19,648.136117
6.8,20,648.158117
-7.708889,20,648.180119
30.704444,19,648.20112
28.308611,19,648.219118
-63.107222,20,648.240115
78.759444,13,648.258111
36.259444,20,648.280111
-34.584722,19,648.30611
-19.701667,17,648.335111
-71.145556,11,648.34911
-70.427222,14,648.373114
-12.708889,20,648.405111
-5.796667,20,648.43811
6.405833,20,648.471115
2.904722,20,648.49911
-44.258333,17,648.51711
68.623611,13,648.53111
37.893889,20,648.55311
-75.101944,20,648.57411
2.076389,20,648.59711
-69.418611,15,648.615111
70.7575,20,648.63811
-45.168889,14,648.653113
31.274444,19,648.671111
27.882222,18,648.691112
-78.887778,17,648.709111
-0.625,20,648.73011
-67.466667,16,648.74611
-47.325833,19,648.768113
33.553611,20,648.792111
-56.945278,13,648.807117
25.231667,18,648.83211
-75.931667,15,648.852116
54.297778,15,648.88111
26.3775,19,648.91211
-30.0,19,648.94111
-80.358889,17,648.965111
26.628056,19,648.997112
27.447222,19,649.01711
-50.503611,19,649.03811
21.983611,20,649.06011
-70.330278,18,649.08311
-56.926667,14,649.09711
-36.624722,15,649.11511
-32.068889,19,649.142116
-36.5125,17,649.165111
-35.041667,18,649.192119
-45.3325,20,649.224111
32.363889,19,649.256126
0.788333,20,649.292117
9.675556,20,649.31911
-24.312778,20,649.34311
64.777778,16,649.363111
36.948889,20,649.387115
-38.787222,18,649.409112
59.855833,20,649.431128
-71.882778,13,649.44511
20.487222,19,649.466115
40.372222,18,649.485111
-57.5175,17,649.503109
-42.646667,17,649.524111
-60.968056,13,649.541121
10.2125,20,649.572119
31.55,20,649.600111
-43.986944,19,649.63012
-28.856111,20,649.663116
-73.499444,11,649.677122
-52.5825,18,649.70813
40.869444,20,649.742118
-59.291944,20,649.77211
40.729722,15,649.794114
-63.108889,15,649.815122
26.573889,19,649.84712
53.118333,18,649.877117
-10.7,20,649.90812
19.052778,19,649.935118
-37.807778,20,649.967121
-0.329722,20,649.999127
-70.4325,12,650.016113
-50.276944,19,650.04711
-45.107222,12,650.064111
70.278611,14,650.086112
-80.162222,19,650.111111
-2.778611,20,650.144124
54.393889,16,650.169117
-50.589167,17,650.198118
39.216944,18,650.226124
8.722222,20,650.256114
-43.929167,20,650.285111
-49.205556,16,650.30511
-0.396667,20,650.33011
32.323611,20,650.353114
-72.582778,14,650.372128
-50.785,16,650.39111
7.610556,20,650.415124
-64.354167,19,650.446111
1.15,20,650.477111
-5.956667,20,650.50711
-10.997778,20,650.543114
43.161944,13,650.565111
-75.706389,17,650.592118
28.781389,19,650.62411
-96.027778,17,650.647111
-65.289722,13,650.665119
72.003056,18,650.694116
28.406111,19,650.722111
-77.296944,14,650.748111
31.835556,19,650.780135
-60.331389,15,650.805112
-30.256389,19,650.840117
-51.034722,17,650.877121
-47.243889,17,650.907125
8.06,20,650.942121
-10.080556,20,650.971115
52.289722,17,650.99411
-33.697222,17,651.019125
30.993889,19,651.052121
-51.4875,19,651.08311
-49.406389,18,651.108115
1.454167,20,651.139124
-56.592222,16,651.16611
-54.426111,15,651.190115
-57.393611,16,651.211111
-27.348056,19,651.23311
57.075278,15,651.24811
15.534722,20,651.27011
45.155556,17,651.291111
62.896944,20,651.314112
-36.903333,18,651.333109
-50.874444,16,651.35111
-74.335,16,651.36811
-39.827222,14,651.38411
21.227222,19,651.40211
30.6975,19,651.423112
-69.763611,15,651.440116
-31.853056,19,651.467117
-55.562778,18,651.491124
-20.327778,19,651.52112
-22.316667,20,651.554123
76.039444,10,651.570111
72.956667,18,651.600123
30.714722,20,651.629113
65.821944,16,651.64911
-7.457778,20,651.67311
35.761944,18,651.69211
-32.366111,20,651.71311
75.185278,14,651.73011
-45.234722,17,651.760125
-90.449722,19,651.787126
92.463611,8,651.800126
-77.385556,19,651.832111
-49.023611,15,651.854124
37.940833,17,651.884111
-22.040556,14,651.904115
40.261944,18,651.93011
-48.425556,18,651.949111
-67.896667,16,651.968115
61.209167,19,652.013122
28.651389,20,652.043113
40.902222,17,652.070113
54.285833,17,652.095121
27.726944,19,652.125111
-35.950556,14,652.14711
-34.398889,19,652.170111
-56.915,19,652.194128
59.645833,15,652.212111
-35.073056,17,652.231111
-64.748611,14,652.247111
-17.580278,20,652.268111
-68.656389,11,652.27811
-45.373056,15,652.29411
33.333611,20,652.31611
-68.611667,18,652.33611
48.960833,17,652.35311
-16.864722,19,652.373109
26.5425,19,652.39111
33.8675,20,652.416111
-40.604722,17,652.43611
1.009444,20,652.45713
31.878889,16,652.475112
-3.413611,20,652.498126
48.720556,19,652.520128
-72.626944,15,652.53811
-50.024444,18,652.562115
-19.698611,17,652.581113
-69.720556,19,652.60211
-60.050278,15,652.61711
45.145278,19,652.63811
73.406389,16,652.657113
-0.238889,20,652.68211
56.046389,19,652.70811
-45.974722,19,652.733111
-65.469167,18,652.75411
14.654722,20,652.780111
65.164167,19,652.80511
-94.198611,13,652.820111
35.194444,20,652.84611
-74.656944,13,652.86111
-68.718333,16,652.88111
-21.631111,18,652.90511
12.792222,18,652.92411
-74.128611,16,652.942111
-73.9725,13,652.960114
45.778889,17,652.98211
-59.886111,13,652.99811
14.500556,20,653.026118
-51.615556,16,653.046116
-77.148056,14,653.066115
-62.325278,15,653.084121
-64.549722,14,653.10612
-68.568056,16,653.129114
-0.479722,20,653.153115
-20.905833,19,653.177118
36.106944,18,653.19711
-51.356667,11,653.211111
-63.111111,17,653.231111
-55.758333,16,653.250113
-14.403056,20,653.273114
-68.273889,16,653.292116
-26.297778,20,653.316113
-55.571667,15,653.33411
-30.4025,19,653.35811
-74.871111,18,653.37911
-39.972778,20,653.402112
-60.572778,20,653.426115
-36.229444,20,653.45211
-58.778889,18,653.47611
24.251389,19,653.49811
29.488056,19,653.521111
-42.923056,17,653.543115
54.369167,19,653.56311
-52.251944,19,653.58311
-32.202778,20,653.60511
30.780278,20,653.62711
54.888889,17,653.64511
27.677222,19,653.66611
-53.824722,18,653.68511
-57.657222,16,653.706111
-33.067222,20,653.731115
-81.797778,11,653.747114
-46.165,15,653.765111
-26.096111,20,653.78811
-70.546389,14,653.80312
-58.824722,18,653.827111
22.025556,19,653.851113
-44.434167,16,653.871115
-88.950833,13,653.887111
49.600278,18,653.90811
-78.370278,15,653.92711
-11.348611,20,653.954118
-50.056389,20,653.98011
55.364444,12,653.995116
31.5925,18,654.020116
31.903333,14,654.037112
-61.255278,19,654.064113
-69.271944,15,654.085111
-22.759722,19,654.107111
39.128611,18,654.131116
42.772778,20,654.157111
-46.050556,16,654.17411
-61.271389,19,654.19611
40.396111,19,654.21411
-63.177778,14,654.230111
72.496389,20,654.25111
82.928611,13,654.264111
-38.793889,17,654.28111
-23.771389,18,654.30411
-76.331667,10,654.314109
22.521667,19,654.33711
-58.306667,15,654.355112
-65.093611,16,654.375112
8.626111,20,654.399112
39.701111,18,654.41911
69.921111,9,654.43111
-78.727778,14,654.445109
37.147778,17,654.463109
-52.95,15,654.479117
-61.279722,14,654.49611
0.038056,20,654.519111
-75.877778,13,654.53411
-39.372778,15,654.55211
-78.773889,11,654.56411
29.661944,19,654.58711
-13.801389,20,654.613111
15.163056,20,654.638111
15.576944,18,654.662112
-61.053889,8,654.672114
45.296111,17,654.693111
-19.835278,20,654.71611
-54.654444,17,654.735112
31.721667,20,654.759122
-63.784444,15,654.777116
-36.966389,20,654.799115
23.399722,19,654.822126
47.776944,15,654.838126
-6.707222,20,654.860116
-56.313333,17,654.879111
-51.336667,18,654.898111
-46.328333,18,654.919111
53.164722,17,654.938114
-98.113333,15,654.95711
-48.860833,16,654.976114
-35.157778,18,654.99611
0.894722,20,655.021124
-56.242222,15,655.04111
64.309167,18,655.06111
45.444722,18,655.08411
-10.778056,19,655.106112
-44.591667,16,655.125113
-80.076389,12,655.14011
57.443056,14,655.15711
-60.736111,16,655.177114
34.114167,17,655.197114
34.733333,18,655.21911
-68.178333,17,655.238111
81.985,15,655.258119
50.602222,19,655.281117
65.382778,11,655.29311
-44.645556,19,655.31611
-40.888333,16,655.33411
-44.616389,14,655.35111
17.935278,19,655.37011
69.268889,20,655.39111
47.884444,17,655.412111
28.186667,18,655.43011
35.871667,17,655.44911
64.792222,18,655.46911
58.6925,13,655.48211
-92.229722,17,655.50011
-94.824722,18,655.52211
-48.610278,17,655.543112
-44.751389,19,655.56711
2.804444,20,655.593118
-57.973611,15,655.61311
-48.8025,16,655.634117
-104.765278,13,655.650114
42.234167,19,655.674114
46.181389,19,655.696115
34.661667,19,655.723112
-77.559167,16,655.745116
-59.229444,19,655.770116
47.066111,17,655.79111
-73.251111,16,655.809114
-67.661944,20,655.831114
-52.558056,17,655.848113
8.136389,20,655.869111
-42.073333,17,655.889111
-21.618333,19,655.90911
-68.195833,14,655.927111
50.398611,20,655.948111
-83.008611,11,655.960112
33.905278,17,655.978115
23.715278,19,656.002117
21.185,20,656.027111
23.704444,20,656.053111
-69.428611,14,656.06911
45.885,19,656.091111
-62.553333,11,656.105114
26.962778,19,656.126114
-0.959167,20,656.149111
-52.575556,13,656.169121
-12.117778,20,656.195112
0.518611,20,656.219111
-40.688611,14,656.235111
-30.128611,20,656.263113
2.395278,20,656.287111
61.033611,19,656.310112
-36.536667,20,656.333113
68.921944,18,656.35111
-49.475556,17,656.37111
-69.723333,11,656.38111
28.205833,19,656.40111
51.353056,19,656.42111
-59.735,14,656.43611
64.2925,13,656.45111
-15.501667,19,656.470115
55.341111,18,656.491118
42.22,18,656.520112
74.258611,20,656.553122
-30.2675,17,656.578117
-34.795833,17,656.599111
14.433056,20,656.622112
51.193333,14,656.637111
65.154722,12,656.653119
21.578333,20,656.677115
28.013889,20,656.699124
-56.736667,13,656.71712
-11.920278,19,656.738116
-22.350556,17,656.762118
85.983611,19,656.784115
18.115556,20,656.810116
80.056944,9,656.823115
-69.780278,15,656.840126
-82.266111,12,656.855126
-45.196944,19,656.87811
-45.501667,18,656.902128
-73.048611,16,656.920131
-28.639444,20,656.943127
13.169167,20,656.96811
17.597778,19,656.991116
73.873611,12,657.00812
-4.739444,20,657.045127
31.13,19,657.082118
-62.472222,14,657.10611
25.738333,19,657.135111
-57.839722,18,657.164111
-36.928889,18,657.185111
-55.092222,15,657.202117
42.998889,19,657.225116
-71.8375,14,657.241115
43.662222,20,657.265111
-43.108889,19,657.28611
-86.545556,17,657.306114
27.462778,19,657.330111
-64.062222,19,657.355113
-43.246389,18,657.379112
-64.625833,13,657.396118
47.733056,20,657.419118
28.766111,19,657.442116
39.713889,19,657.467129
12.158333,20,657.492129
-68.855,10,657.505119
-72.100278,16,657.52511
-32.084444,20,657.552112
-40.654444,17,657.57211
7.274722,20,657.597111
-22.488056,20,657.62111
49.693889,15,657.63911
84.108889,19,657.661117
28.914444,20,657.686115
18.772778,20,657.71011
37.795833,18,657.73211
-65.471111,12,657.746114
-31.600833,19,657.768112
37.71,20,657.792114
-76.921944,12,657.80611
-7.020278,20,657.82911
-25.324167,17,657.84711
25.506111,20,657.87111
64.045,20,657.89611
-30.913056,17,657.915128
72.066111,14,657.93211
-28.366667,20,657.956111
-81.415,19,657.983111
72.152222,16,658.01011
53.553611,18,658.044111
36.055278,19,658.077119
46.810833,18,658.104115
25.531667,19,658.13611
-67.254167,15,658.161116
108.011111,9,658.17511
11.769444,20,658.20511
55.989167,16,658.229111
26.305833,18,658.261128
-38.846667,16,658.287115
71.708889,19,658.318121
-57.547778,16,658.336111
-44.043889,17,658.354113
-73.630278,12,658.367112
-86.982778,15,658.386111
-57.039722,13,658.40011
-30.152222,19,658.42111
52.721667,17,658.43911
-50.247778,15,658.45511
-50.265,16,658.47211
52.105278,20,658.49311
53.049722,19,658.51411
-47.266667,20,658.53511
-60.1875,14,658.55011
-43.741111,18,658.573111
-52.953611,16,658.592114
-23.975,17,658.61011
37.766389,20,658.63111
28.090833,17,658.648116
-40.212222,20,658.66911
-75.788333,17,658.694111
43.970556,20,658.71711
9.599167,20,658.742111
-28.560833,20,658.76511
33.490556,20,658.789111
-53.993889,19,658.809112
47.101667,18,658.83111
-78.928333,12,658.845111
-58.390556,16,658.862111
59.904722,20,658.886111
-37.275556,16,658.90311
-61.861944,15,658.920111
-86.399167,14,658.93611
-57.951944,17,658.954111
-72.008889,17,658.976111
-79.119167,18,658.994114
-40.447778,18,659.015111
-52.041667,14,659.030111
22.169444,20,659.05311
-65.899444,16,659.07011
45.916944,13,659.08311
-6.095556,20,659.10311
-76.4125,14,659.119112
-50.504167,17,659.139112
0.416389,20,659.16511
-44.118889,15,659.186113
61.63,12,659.201116
49.548611,14,659.215111
-58.823056,16,659.233111
-45.815833,18,659.253114
-101.504167,13,659.268111
49.2925,20,659.289112
-86.403056,13,659.303112
-68.84,15,659.321118
-98.943333,16,659.338111
32.146111,20,659.359115
-75.808611,15,659.378111
20.124444,16,659.39711
-41.017778,16,659.41511
28.409444,20,659.440139
-15.315833,20,659.471126
3.190278,20,659.50311
-42.9075,17,659.531114
-76.468056,16,659.563123
-36.1325,17,659.595111
25.611111,20,659.634126
-63.564722,14,659.660115
-45.6375,17,659.689111
-54.906389,11,659.70711
-63.873611,17,659.732111
-2.154722,20,659.760113
-1.066667,20,659.786118
80.863056,17,659.80711
-74.314444,13,659.826116
1.167222,20,659.853118
15.778611,20,659.878121
-20.3925,16,659.90011
-54.846389,17,659.919128
-44.615556,18,659.940127
